Waste type,Initial pH,Initial carbon to nitrogen,Initial moisture content (%),Compost time (day),pH,Temperature (℃),Moisture content (%),EC（ms/cm-1）,Ammonia氨mg/kg,Nitrate硝酸盐mg/kg,总氮(%),总有机碳变化(%),有机质含量变化(%),C/N,GI (%),NH4+-N (g/Kg),NO3--N (g/Kg),CO2 (g/Kg),CH4 (g/Kg),N2O (g/Kg),NH3 (g/Kg),segment,Temperature_corr,Moisture_corr,pH_corr,batch_id
food waste,8.23605,31.1762,55.0,14.0,7.9311,62.8557,62.18765301,,,,,,,23.793,36.4706,0.885358,,,,0.000326469,0.000335289,Segment B: native,62.8557,62.18765301,7.9311,food waste|8.236|31.176|55.0
food waste,8.23605,31.1762,55.0,21.0,7.92081,46.8521,58.72059318,,,,,,,22.4051,51.1765,0.353944,,,,0.00612757,0.000728448,Segment B: native,46.8521,58.72059318,7.92081,food waste|8.236|31.176|55.0
food waste,8.23605,31.1762,55.0,28.0,7.5874,31.6256,57.58536023,,,,,,,18.2725,84.7059,0.0366888,,,,0.00276243,0.00072064,Segment B: native,31.6256,57.58536023,7.5874,food waste|8.236|31.176|55.0
food waste,8.23605,31.1762,55.0,42.0,7.59443,29.665,52.85608523,,,,,,,18.3398,125.294,0.0239494,,,,0.000376695,0.000755205,Segment B: native,29.665,52.85608523,7.59443,food waste|8.236|31.176|55.0
pig manure,7.85,22.3,60.0,0.0,7.85,27.14146861,60.0,,,,,,,22.3,,0.66,0.0464,,,,,Segment B: native,27.14146861,60.0,7.85,pig manure|7.85|22.3|60.0
pig manure,7.85,22.3,60.0,1.0,7.38,52.39364756,59.8035375,,,,,,,13.9,,0.1,0.0555,,,,,Segment B: native,52.39364756,59.8035375,7.38,pig manure|7.85|22.3|60.0
pig manure,7.85,22.3,60.0,7.0,8.07,54.09080494,56.87851982,,,,,,,16.5,,1.05,0.148,,,,,Segment B: native,54.09080494,56.87851982,8.07,pig manure|7.85|22.3|60.0
pig manure,7.85,22.3,60.0,12.0,8.71,42.22251918,52.8465969,,,,,,,9.0,,1.13,0.117,,,,,Segment B: native,42.22251918,52.8465969,8.71,pig manure|7.85|22.3|60.0
pig manure,7.85,22.3,60.0,35.0,8.51,26.24823547,48.75037282,,,,,,,11.4,,0.8,0.127,,,,,Segment B: native,26.24823547,48.75037282,8.51,pig manure|7.85|22.3|60.0
pig manure,7.85,22.3,60.0,0.0,7.85,26.89003305,60.0,,,,,,,22.3,,0.66,0.0464,,,,,Segment B: native,26.89003305,60.0,7.85,pig manure|7.85|22.3|60.0
pig manure,7.85,22.3,60.0,1.0,8.11,53.57581692,59.8035375,,,,,,,21.0,,1.39,0.0777,,,,,Segment B: native,53.57581692,59.8035375,8.11,pig manure|7.85|22.3|60.0
pig manure,7.85,22.3,60.0,7.0,8.48,55.37808706,56.44565212,,,,,,,14.9,,0.98,0.0791,,,,,Segment B: native,55.37808706,56.44565212,8.48,pig manure|7.85|22.3|60.0
pig manure,7.85,22.3,60.0,12.0,8.81,43.30779877,51.51865904,,,,,,,10.9,,1.29,0.129,,,,,Segment B: native,43.30779877,51.51865904,8.81,pig manure|7.85|22.3|60.0
pig manure,7.85,22.3,60.0,35.0,8.64,26.79160741,46.32844697,,,,,,,11.9,,0.68,0.235,,,,,Segment B: native,26.79160741,46.32844697,8.64,pig manure|7.85|22.3|60.0
pig manure,7.85,22.3,60.0,0.0,7.85,27.89060084,60.0,,,,,,,22.3,,0.66,0.0464,,,,,Segment B: native,27.89060084,60.0,7.85,pig manure|7.85|22.3|60.0
pig manure,7.85,22.3,60.0,1.0,7.38,53.13694196,59.89981705,,,,,,,13.9,,0.1,0.0555,,,,,Segment B: native,53.13694196,59.89981705,7.38,pig manure|7.85|22.3|60.0
pig manure,7.85,22.3,60.0,7.0,8.07,53.36032176,57.3143736,,,,,,,16.5,,1.05,0.148,,,,,Segment B: native,53.36032176,57.3143736,8.07,pig manure|7.85|22.3|60.0
pig manure,7.85,22.3,60.0,12.0,8.71,40.15177807,52.68169575,,,,,,,9.0,,1.13,0.117,,,,,Segment B: native,40.15177807,52.68169575,8.71,pig manure|7.85|22.3|60.0
pig manure,7.85,22.3,60.0,35.0,8.51,25.75333394,49.53417185,,,,,,,11.4,,0.8,0.127,,,,,Segment B: native,25.75333394,49.53417185,8.51,pig manure|7.85|22.3|60.0
pig manure,7.85,22.3,60.0,0.0,7.85,27.58787643,60.0,,,,,,,22.3,,0.66,0.0464,,,,,Segment B: native,27.58787643,60.0,7.85,pig manure|7.85|22.3|60.0
pig manure,7.85,22.3,60.0,1.0,7.98,54.29122867,59.89981705,,,,,,,22.5,,0.72,0.0341,,,,,Segment B: native,54.29122867,59.89981705,7.98,pig manure|7.85|22.3|60.0
pig manure,7.85,22.3,60.0,7.0,8.73,54.02934028,56.72906025,,,,,,,14.9,,1.5,0.113,,,,,Segment B: native,54.02934028,56.72906025,8.73,pig manure|7.85|22.3|60.0
pig manure,7.85,22.3,60.0,12.0,8.88,40.67357641,51.65084698,,,,,,,14.6,,1.14,0.061,,,,,Segment B: native,40.67357641,51.65084698,8.88,pig manure|7.85|22.3|60.0
pig manure,7.85,22.3,60.0,35.0,8.72,26.23240789,46.95800736,,,,,,,10.3,,0.72,0.233,,,,,Segment B: native,26.23240789,46.95800736,8.72,pig manure|7.85|22.3|60.0
poultry manure,7.97769,20.0,60.0,0.0541978,7.97769,28.5707126,60.0,,,,,,,20.0,0.496863,0.213214,,,,,,Segment B: native,28.5707126,60.0,7.97769,poultry manure|7.978|20.0|60.0
poultry manure,7.97769,20.0,60.0,13.9841,8.417,37.86701334,60.71831425,,,,,,,,6.69048,0.882586,,,,,,Segment B: native,37.86701334,60.71831425,8.417,poultry manure|7.978|20.0|60.0
poultry manure,7.97769,20.0,60.0,27.6569,8.40461,24.1553667,56.67221383,,,,,,,,20.6854,0.327891,0.0035543,,,,,Segment B: native,24.1553667,56.67221383,8.40461,poultry manure|7.978|20.0|60.0
poultry manure,7.97769,20.0,60.0,41.7193,8.3652,20.59974133,55.75796406,,,,,,,,37.8718,0.186881,0.00467325,,,,,Segment B: native,20.59974133,55.75796406,8.3652,poultry manure|7.978|20.0|60.0
poultry manure,7.97769,20.0,60.0,62.773,7.85777,21.2770592,54.6015191,,,,,,,,69.8223,0.118075,0.00477198,,,,,Segment B: native,21.2770592,54.6015191,7.85777,poultry manure|7.978|20.0|60.0
poultry manure,7.97769,20.0,60.0,90.5091,7.78281,21.2770592,51.74581902,,,,,,,,78.3798,0.128268,0.00477198,,,,,Segment B: native,21.2770592,51.74581902,7.78281,poultry manure|7.978|20.0|60.0
poultry manure,7.91593,20.0,60.0,0.0794149,7.91593,27.94283828,60.0,,,,,,,20.0,0.993179,0.162246,,,,,,Segment B: native,27.94283828,60.0,7.91593,poultry manure|7.916|20.0|60.0
poultry manure,7.91593,20.0,60.0,14.0959,8.48456,38.19506085,59.3331097,,,,,,,,6.12304,0.932704,,,,,,Segment B: native,38.19506085,59.3331097,8.48456,poultry manure|7.916|20.0|60.0
poultry manure,7.91593,20.0,60.0,27.844,8.29362,24.14934397,52.927566,,,,,,,,32.8843,0.349976,0.00360038,,,,,Segment B: native,24.14934397,52.927566,8.29362,poultry manure|7.916|20.0|60.0
poultry manure,7.91593,20.0,60.0,41.679,8.22429,20.89503642,49.69642721,,,,,,,,51.2765,0.139311,0.00379784,,,,,Segment B: native,20.89503642,49.69642721,8.22429,poultry manure|7.916|20.0|60.0
poultry manure,7.91593,20.0,60.0,62.8856,7.90314,21.32673235,47.61875799,,,,,,,,97.3402,0.079849,0.00389657,,,,,Segment B: native,21.32673235,47.61875799,7.90314,poultry manure|7.916|20.0|60.0
poultry manure,7.91593,20.0,60.0,90.8763,7.7471,21.32673235,46.96784734,,,,,,,,107.813,0.0722039,0.00387682,,,,,Segment B: native,21.32673235,46.96784734,7.7471,poultry manure|7.916|20.0|60.0
poultry manure,7.63535,25.0,60.0,0.0859694,7.63535,25.30279895,60.0,,,,,,,25.0,1.01642,0.148655,,,,,,Segment B: native,25.30279895,60.0,7.63535,poultry manure|7.635|25.0|60.0
poultry manure,7.63535,25.0,60.0,14.1895,8.06711,37.00682455,56.38316176,,,,,,,,9.05411,0.586975,0.00156653,,,,,Segment B: native,37.00682455,56.38316176,8.06711,poultry manure|7.635|25.0|60.0
poultry manure,7.63535,25.0,60.0,27.9195,8.01296,25.45854637,56.06670822,,,,,,,,34.6803,0.251439,0.00559473,,,,,Segment B: native,25.45854637,56.06670822,8.01296,poultry manure|7.635|25.0|60.0
poultry manure,7.63535,25.0,60.0,41.6746,7.99449,20.98455516,50.34435103,,,,,,,,52.3631,0.153752,0.00701646,,,,,Segment B: native,20.98455516,50.34435103,7.99449,poultry manure|7.635|25.0|60.0
poultry manure,7.63535,25.0,60.0,62.6976,7.63656,21.67547004,45.06020571,,,,,,,,77.151,0.101935,0.00715468,,,,,Segment B: native,21.67547004,45.06020571,7.63656,poultry manure|7.635|25.0|60.0
poultry manure,7.63535,25.0,60.0,90.7106,7.60153,21.67547004,44.52438913,,,,,,,,84.3616,0.0840963,0.0069638,,,,,Segment B: native,21.67547004,44.52438913,7.60153,poultry manure|7.635|25.0|60.0
poultry manure,7.68259,25.0,60.0,0.203223,7.68259,26.23394797,60.0,,,,,,,25.0,0.803451,0.0857952,,,,,,Segment B: native,26.23394797,60.0,7.68259,poultry manure|7.683|25.0|60.0
poultry manure,7.68259,25.0,60.0,14.1981,8.20209,37.59628049,55.89435205,,,,,,,,9.83412,0.654932,,,,,,Segment B: native,37.59628049,55.89435205,8.20209,poultry manure|7.683|25.0|60.0
poultry manure,7.68259,25.0,60.0,27.9027,8.10745,25.2061191,53.97516644,,,,,,,,36.3115,0.21916,0.00500893,,,,,Segment B: native,25.2061191,53.97516644,8.10745,poultry manure|7.683|25.0|60.0
poultry manure,7.68259,25.0,60.0,41.772,8.08897,21.13951127,49.49225917,,,,,,,,75.4131,0.0959887,0.00666761,,,,,Segment B: native,21.13951127,49.49225917,8.08897,poultry manure|7.683|25.0|60.0
poultry manure,7.68259,25.0,60.0,62.9083,7.71658,21.79650429,44.58597495,,,,,,,,105.662,0.0560642,0.00699671,,,,,Segment B: native,21.79650429,44.58597495,7.71658,poultry manure|7.683|25.0|60.0
poultry manure,7.68259,25.0,60.0,90.9106,7.51283,21.79650429,44.30518241,,,,,,,,115.851,0.0637093,0.00691114,,,,,Segment B: native,21.79650429,44.30518241,7.51283,poultry manure|7.683|25.0|60.0
poultry manure,7.54375,30.0,60.0,0.102718,7.54375,28.75268787,60.0,,,,,,,30.0,0.756762,0.157999,0.00207992,,,,,Segment B: native,28.75268787,60.0,7.54375,poultry manure|7.544|30.0|60.0
poultry manure,7.54375,30.0,60.0,14.095,7.72308,38.42939297,65.13133884,,,,,,,,7.51806,0.447664,0.00224448,,,,,Segment B: native,38.42939297,65.13133884,7.72308,poultry manure|7.544|30.0|60.0
poultry manure,7.54375,30.0,60.0,27.9318,7.61412,36.12431824,62.22363401,,,,,,,,17.2576,0.135913,0.0105971,,,,,Segment B: native,36.12431824,62.22363401,7.61412,poultry manure|7.544|30.0|60.0
poultry manure,7.54375,30.0,60.0,41.7717,7.5553,25.89896987,58.60932973,,,,,,,,55.8623,0.107881,0.0116897,,,,,Segment B: native,25.89896987,58.60932973,7.5553,poultry manure|7.544|30.0|60.0
poultry manure,7.54375,30.0,60.0,62.6503,7.3562,25.93530784,57.34164729,,,,,,,,89.5858,0.0857952,0.0123611,,,,,Segment B: native,25.93530784,57.34164729,7.3562,poultry manure|7.544|30.0|60.0
poultry manure,7.54375,30.0,60.0,90.9528,7.31573,25.32273284,56.68990865,,,,,,,,97.2926,0.0662577,0.0120254,,,,,Segment B: native,25.32273284,56.68990865,7.31573,poultry manure|7.544|30.0|60.0
poultry manure,7.50422,30.0,60.0,0.123088,7.50422,27.68093603,60.0,,,,,,,30.0,1.53707,0.0637093,0.0016126,,,,,Segment B: native,27.68093603,60.0,7.50422,poultry manure|7.504|30.0|60.0
poultry manure,7.50422,30.0,60.0,14.3018,7.73659,38.44010294,64.43661349,,,,,,,,6.24154,0.397546,0.0031528,,,,,Segment B: native,38.44010294,64.43661349,7.73659,poultry manure|7.504|30.0|60.0
poultry manure,7.50422,30.0,60.0,28.0451,7.59677,35.4205544,61.4895485,,,,,,,,37.3285,0.107881,0.00903056,,,,,Segment B: native,35.4205544,61.4895485,7.59677,poultry manure|7.504|30.0|60.0
poultry manure,7.50422,30.0,60.0,41.9073,7.52928,24.94663998,58.25803989,,,,,,,,75.0829,0.059462,0.0101363,,,,,Segment B: native,24.94663998,58.25803989,7.52928,poultry manure|7.504|30.0|60.0
poultry manure,7.50422,30.0,60.0,62.8756,7.30126,25.56860711,57.16517449,,,,,,,,118.168,0.0441718,0.0106761,,,,,Segment B: native,25.56860711,57.16517449,7.30126,poultry manure|7.504|30.0|60.0
poultry manure,7.50422,30.0,60.0,90.9709,7.23956,24.93574916,56.59821767,,,,,,,,129.349,0.0288815,0.0102482,,,,,Segment B: native,24.93574916,56.59821767,7.23956,poultry manure|7.504|30.0|60.0
poultry manure,7.73,20.0,71.14,0.0,7.73,19.9406,71.14,,,,,,,20.0,,2.08591,0.06865,,,,,Segment B: native,19.9406,71.14,7.73,poultry manure|7.73|20.0|71.14
poultry manure,7.73,20.0,71.14,2.0,7.87,47.1974,63.02,,,,,,,21.24,,1.93227,0.03947,,,,,Segment B: native,47.1974,63.02,7.87,poultry manure|7.73|20.0|71.14
poultry manure,7.73,20.0,71.14,4.0,8.0,74.6428,61.4,,,,,,,24.49,,2.36085,0.02318,,,,,Segment B: native,74.6428,61.4,8.0,poultry manure|7.73|20.0|71.14
poultry manure,7.73,20.0,71.14,28.0,8.11,42.4304,31.85,,,,,,,17.04,,0.73685,0.12863,,,,,Segment B: native,42.4304,31.85,8.11,poultry manure|7.73|20.0|71.14
poultry manure,7.73,20.0,71.14,43.0,8.16,20.6544,29.98,,,,,,,15.75,,0.36959,0.1162,,,,,Segment B: native,20.6544,29.98,8.16,poultry manure|7.73|20.0|71.14
poultry manure,7.65,18.76,62.03,0.0,7.65,19.3998,62.03,,,,,,,18.76,,2.01477,0.06619,,,,,Segment B: native,19.3998,62.03,7.65,poultry manure|7.65|18.76|62.03
poultry manure,7.65,18.76,62.03,2.0,8.06,41.2488,60.54,,,,,,,20.71,,2.16105,0.03897,,,,,Segment B: native,41.2488,60.54,8.06,poultry manure|7.65|18.76|62.03
poultry manure,7.65,18.76,62.03,4.0,8.0,75.3717,59.43,,,,,,,22.99,,2.32392,0.01739,,,,,Segment B: native,75.3717,59.43,8.0,poultry manure|7.65|18.76|62.03
poultry manure,7.65,18.76,62.03,28.0,8.23,42.9712,31.8,,,,,,,14.94,,0.90542,0.08374,,,,,Segment B: native,42.9712,31.8,8.23,poultry manure|7.65|18.76|62.03
poultry manure,7.65,18.76,62.03,43.0,8.17,21.4068,29.45,,,,,,,15.33,,0.28481,0.07025,,,,,Segment B: native,21.4068,29.45,8.17,poultry manure|7.65|18.76|62.03
sheep manure,8.37416,25.1602,56.85,0.0312518,8.37416,36.764,56.85,,,,,,,25.1602,,0.329713,,0.001636862,0.00534793,0.00501672,0.000130073,Segment B: native,36.764,56.85,8.37416,sheep manure|8.374|25.16|56.85
sheep manure,8.37416,25.1602,56.85,3.03863,6.95322,51.203,55.97582402,,,,,,,25.3978,,2.23343,,0.847078,,,0.0372242,Segment B: native,51.203,55.97582402,6.95322,sheep manure|8.374|25.16|56.85
sheep manure,8.37416,25.1602,56.85,6.9459,6.31342,54.8652,55.54142334,,,,,,,27.1334,,3.55471,,0.696768,,,0.0412742,Segment B: native,54.8652,55.54142334,6.31342,sheep manure|8.374|25.16|56.85
sheep manure,8.37416,25.1602,56.85,9.94317,5.91847,58.326,50.61871104,,,,,,,28.4264,,3.90244,,0.5046,,,0.0333632,Segment B: native,58.326,50.61871104,5.91847,sheep manure|8.374|25.16|56.85
sheep manure,8.37416,25.1602,56.85,13.9169,5.76781,54.0213,50.7173103,,,,,,,29.1728,,4.24454,,0.46815,,0.0726923,0.01180772,Segment B: native,54.0213,50.7173103,5.76781,sheep manure|8.374|25.16|56.85
sheep manure,8.37416,25.1602,56.85,21.0383,6.15707,40.0546,50.42912711,,,,,,,29.9722,,3.58847,,0.20914,0.0719398,0.0491639,0.001880652,Segment B: native,40.0546,50.42912711,6.15707,sheep manure|8.374|25.16|56.85
sheep manure,8.37416,25.1602,56.85,28.0676,6.69228,37.1117,53.19181065,,,,,,,27.1284,,2.98295,,0.1135568,0.15492,0.0210702,0.001573394,Segment B: native,37.1117,53.19181065,6.69228,sheep manure|8.374|25.16|56.85
sheep manure,8.37416,25.1602,56.85,35.0641,6.87932,38.3028,50.78761759,,,,,,,24.7584,,2.48069,,0.0460298,0.115442,0.00802676,0.000244872,Segment B: native,38.3028,50.78761759,6.87932,sheep manure|8.374|25.16|56.85
sheep manure,8.37416,25.1602,56.85,42.0491,7.08701,36.7289,49.78209443,,,,,,,23.9417,,2.08738,,0.0238592,0.0101865,0.00702341,0.000227734,Segment B: native,36.7289,49.78209443,7.08701,sheep manure|8.374|25.16|56.85
sheep manure,8.49662,25.2508,56.85,0.0421602,8.49662,37.6766,56.85,,,,,,,25.2508,,0.31405,,0.0042086,0.00427933,0.00852843,0.000140026,Segment B: native,37.6766,56.85,8.49662,sheep manure|8.497|25.251|56.85
sheep manure,8.49662,25.2508,56.85,2.94889,7.8838,49.9983,55.96010918,,,,,,,25.5337,,2.53537,,0.930312,,,0.0412682,Segment B: native,49.9983,55.96010918,7.8838,sheep manure|8.497|25.251|56.85
sheep manure,8.49662,25.2508,56.85,6.92269,6.39387,55.139,55.60600217,,,,,,,25.5417,,3.8303,,0.687182,,0.0689298,0.0438668,Segment B: native,55.139,55.60600217,6.39387,sheep manure|8.497|25.251|56.85
sheep manure,8.49662,25.2508,56.85,9.91096,6.76432,57.7693,50.57733949,,,,,,,26.5351,,4.03917,,0.451762,,0.026388,0.0282382,Segment B: native,57.7693,50.57733949,6.76432,sheep manure|8.497|25.251|56.85
sheep manure,8.49662,25.2508,56.85,13.9062,6.94047,52.4243,50.5399246,,,,,,,31.078,,3.70475,,0.316414,0.173983,0.0451505,0.01737328,Segment B: native,52.4243,50.5399246,6.94047,sheep manure|8.497|25.251|56.85
sheep manure,8.49662,25.2508,56.85,21.0456,7.12183,48.5688,49.67357715,,,,,,,29.4358,,2.84644,,0.245614,0.00883771,0.0100334,0.00365248,Segment B: native,48.5688,49.67357715,7.12183,sheep manure|8.497|25.251|56.85
sheep manure,8.49662,25.2508,56.85,28.0539,7.23055,42.4047,52.3527036,,,,,,,26.8429,,2.14905,,0.0847994,0.1346,0.0135452,0.001293002,Segment B: native,42.4047,52.3527036,7.23055,sheep manure|8.497|25.251|56.85
sheep manure,8.49662,25.2508,56.85,35.0619,7.38769,37.0162,50.21546722,,,,,,,23.9747,,1.87823,,0.0486014,0.0165112,0.00602007,0.000154769,Segment B: native,37.0162,50.21546722,7.38769,sheep manure|8.497|25.251|56.85
sheep manure,8.49662,25.2508,56.85,42.0233,7.77266,34.5752,49.19422734,,,,,,,22.6809,,1.3781,,0.0210534,0.00858343,0.00852843,0.000237706,Segment B: native,34.5752,49.19422734,7.77266,sheep manure|8.497|25.251|56.85
sheep manure,8.6675,25.202,56.85,0.00712709,8.6675,39.5748,56.85,,,,,,,25.202,,0.428701,,0.00303984,0.0133695,0.00501672,0.000240164,Segment B: native,39.5748,56.85,8.6675,sheep manure|8.668|25.202|56.85
sheep manure,8.6675,25.202,56.85,2.9497,7.69512,50.8471,55.88799668,,,,,,,25.3386,,2.88787,,1.045342,,0.0993311,0.044071,Segment B: native,50.8471,55.88799668,7.69512,sheep manure|8.668|25.202|56.85
sheep manure,8.6675,25.202,56.85,7.04445,7.32873,61.0434,55.41828565,,,,,,,25.6462,,4.01332,,0.851544,0.0733556,0.0228763,0.0127758,Segment B: native,61.0434,55.41828565,7.32873,sheep manure|8.668|25.202|56.85
sheep manure,8.6675,25.202,56.85,9.92128,7.02349,61.5838,50.4129196,,,,,,,25.8525,,3.25654,,0.760378,0.0118986,0.0827759,0.00587582,Segment B: native,61.5838,50.4129196,7.02349,sheep manure|8.668|25.202|56.85
sheep manure,8.6675,25.202,56.85,14.018,7.53642,58.2738,49.79451946,,,,,,,25.9476,,2.80605,,0.622226,0.00713952,0.0120401,0.001036964,Segment B: native,58.2738,49.79451946,7.53642,sheep manure|8.668|25.202|56.85
sheep manure,8.6675,25.202,56.85,21.0768,7.84806,53.1408,49.49535782,,,,,,,26.3882,,2.26677,,0.334458,0.00776911,0.00953177,0.000128917,Segment B: native,53.1408,49.49535782,7.84806,sheep manure|8.668|25.202|56.85
sheep manure,8.6675,25.202,56.85,28.0048,8.00805,44.9508,52.47552676,,,,,,,23.5689,,1.78587,,0.1453536,0.00893003,0.0180602,0.000141871,Segment B: native,44.9508,52.47552676,8.00805,sheep manure|8.668|25.202|56.85
sheep manure,8.6675,25.202,56.85,35.041,8.27127,40.8307,50.27683015,,,,,,,21.8153,,1.28575,,0.0675392,0.00848977,0.00451505,0.0002548,Segment B: native,40.8307,50.27683015,8.27127,sheep manure|8.668|25.202|56.85
sheep manure,8.6675,25.202,56.85,41.9807,8.36575,34.7942,49.33035332,,,,,,,21.0961,,0.956524,,0.0238588,0.00644314,0.00451505,0.000147603,Segment B: native,34.7942,49.33035332,8.36575,sheep manure|8.668|25.202|56.85
sheep manure,8.6618,24.5333,56.85,0.0,8.6618,39.6386,56.85,,,,,,,24.5333,,0.320457,,0.0042089,0.00909183,0.0120401,0.000230198,Segment B: native,39.6386,56.85,8.6618,sheep manure|8.662|24.533|56.85
sheep manure,8.6618,24.5333,56.85,3.01826,7.70367,60.2101,55.96979561,,,,,,,24.7535,,2.58522,,1.129276,0.220361,0.0312542,0.0434204,Segment B: native,60.2101,55.96979561,7.70367,sheep manure|8.662|24.533|56.85
sheep manure,8.6618,24.5333,56.85,7.02154,7.34012,62.613,55.94886825,,,,,,,25.162,,4.06317,,0.7129,0.107579,0.0602007,0.01601902,Segment B: native,62.613,55.94886825,7.34012,sheep manure|8.662|24.533|56.85
sheep manure,8.6618,24.5333,56.85,9.96163,6.94446,61.0363,51.39832571,,,,,,,23.4806,,3.36265,,0.574974,0.0520045,0.00501672,0.00919916,Segment B: native,61.0363,51.39832571,6.94446,sheep manure|8.662|24.533|56.85
sheep manure,8.6618,24.5333,56.85,13.9773,7.68451,56.686,51.31444298,,,,,,,23.2343,,2.75478,,0.34564,0.00927798,0.00752508,0.00350944,Segment B: native,56.686,51.31444298,7.68451,sheep manure|8.662|24.533|56.85
sheep manure,8.6618,24.5333,56.85,21.1112,7.83027,50.7134,49.66532521,,,,,,,21.8673,,2.04672,,0.1532624,0.0115119,0.00501672,0.000168887,Segment B: native,50.7134,49.66532521,7.83027,sheep manure|8.662|24.533|56.85
sheep manure,8.6618,24.5333,56.85,28.0103,8.06358,42.4777,52.04014646,,,,,,,19.9535,,1.47111,,0.0824614,0.0854013,0.0170569,0.000151837,Segment B: native,42.4777,52.04014646,8.06358,sheep manure|8.662|24.533|56.85
sheep manure,8.6618,24.5333,56.85,35.0068,8.25205,42.0992,50.2237353,,,,,,,19.1403,,0.996618,,0.0469644,0.0122327,0.00953177,0.000174714,Segment B: native,42.0992,50.2237353,8.25205,sheep manure|8.662|24.533|56.85
sheep manure,8.6618,24.5333,56.85,42.0321,8.37857,34.9311,49.45047326,,,,,,,18.4909,,0.665981,,0.0210536,0.00590896,0.00351171,0.000157689,Segment B: native,34.9311,49.45047326,8.37857,sheep manure|8.662|24.533|56.85
sheep manure,8.78427,23.6556,56.85,0.0237766,8.78427,45.7894,56.85,,,,,,,23.6556,,0.330429,,0.00584546,0.01337,0.0120401,7e-05,Segment B: native,45.7894,56.85,8.78427,sheep manure|8.784|23.656|56.85
sheep manure,8.78427,23.6556,56.85,2.97732,7.91869,62.9204,56.04310207,,,,,,,23.8653,,2.18002,,1.208768,0.161538,0.0188629,0.0251922,Segment B: native,62.9204,56.04310207,7.91869,sheep manure|8.784|23.656|56.85
sheep manure,8.78427,23.6556,56.85,6.96454,7.30096,65.588,56.39764917,,,,,,,23.5738,,3.87445,,0.805952,0.0172056,0.00501672,0.00568864,Segment B: native,65.588,56.39764917,7.30096,sheep manure|8.784|23.656|56.85
sheep manure,8.78427,23.6556,56.85,9.98377,7.11534,59.7131,51.36293948,,,,,,,22.5611,,4.10825,,0.646752,0.00975886,0.00401338,0.0043143,Segment B: native,59.7131,51.36293948,7.11534,sheep manure|8.784|23.656|56.85
sheep manure,8.78427,23.6556,56.85,13.9175,6.97536,58.6845,50.79419708,,,,,,,21.1968,,2.88509,,0.440562,0.00339587,0.00802676,0.00255846,Segment B: native,58.6845,50.79419708,6.97536,sheep manure|8.784|23.656|56.85
sheep manure,8.78427,23.6556,56.85,21.056,7.38028,53.807,49.14094259,,,,,,,20.4359,,1.66431,,0.1845916,0.00242093,0.00602007,0.000889708,Segment B: native,53.807,49.14094259,7.38028,sheep manure|8.784|23.656|56.85
sheep manure,8.78427,23.6556,56.85,28.0114,7.80513,46.7485,51.49782669,,,,,,,19.1176,,1.1592,,0.1056078,0.0078616,0.00852843,0.000231918,Segment B: native,46.7485,51.49782669,7.80513,sheep manure|8.784|23.656|56.85
sheep manure,8.78427,23.6556,56.85,35.0073,8.12033,40.6482,50.00440235,,,,,,,18.5134,,0.851347,,0.0434576,0.0116987,0.00351171,6.46e-05,Segment B: native,40.6482,50.00440235,8.12033,sheep manure|8.784|23.656|56.85
sheep manure,8.78427,23.6556,56.85,42.0483,8.58861,34.6848,49.25777957,,,,,,,17.9127,,0.468017,,0.0224568,0.00270107,0.00602007,0.000187757,Segment B: native,34.6848,49.25777957,8.58861,sheep manure|8.784|23.656|56.85
sheep manure,8.90815,23.9412,56.85,0.00609527,8.90815,45.8898,56.85,,,,,,,23.9412,,0.306215,,0.00233874,0.00427883,0.00150502,7e-05,Segment B: native,45.8898,56.85,8.90815,sheep manure|8.908|23.941|56.85
